Entity;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average);Day Previous Year;Flights Previous Year
Sweden;10;2021-03-08;334;286,3;2019-03-11;1288;-74,07%;-74,69%;2020-03-09;1152
Sweden;10;2021-03-09;268;287,4;2019-03-12;1251;-78,58%;-74,80%;2020-03-10;1080
Sweden;10;2021-03-10;286;290,3;2019-03-13;1239;-76,92%;-74,46%;2020-03-11;1132
Sweden;10;2021-03-11;302;286,6;2019-03-14;1291;-76,61%;-74,85%;2020-03-12;1066
Sweden;10;2021-03-12;334;283,3;2019-03-15;1302;-74,35%;-75,38%;2020-03-13;1104
Sweden;10;2021-03-13;165;278,7;2019-03-16;686;-75,95%;-75,77%;2020-03-14;563
Sweden;10;2021-03-14;259;278,3;2019-03-17;991;-73,86%;-75,80%;2020-03-15;818
Sweden;11;2021-03-15;318;276;2019-03-18;1274;-75,04%;-75,95%;2020-03-16;827
Sweden;11;2021-03-16;266;275,7;2019-03-19;1247;-78,67%;-75,97%;2020-03-17;732
Sweden;11;2021-03-17;306;278,6;2019-03-20;1291;-76,30%;-75,87%;2020-03-18;679
Sweden;11;2021-03-18;344;284,6;2019-03-21;1282;-73,17%;-75,33%;2020-03-19;610
Sweden;11;2021-03-19;355;287,6;2019-03-22;1334;-73,39%;-75,16%;2020-03-20;575
Sweden;11;2021-03-20;150;285,4;2019-03-23;692;-78,32%;-75,37%;2020-03-21;270
Sweden;11;2021-03-21;248;283,9;2019-03-24;997;-75,13%;-75,52%;2020-03-22;337
Sweden;12;2021-03-22;328;285,3;2019-03-25;1271;-74,19%;-75,39%;2020-03-23;351
Sweden;12;2021-03-23;273;286,3;2019-03-26;1230;-77,80%;-75,25%;2020-03-24;318
Sweden;12;2021-03-24;294;284,6;2019-03-27;1324;-77,79%;-75,50%;2020-03-25;329
Sweden;12;2021-03-25;337;283,6;2019-03-28;1340;-74,85%;-75,76%;2020-03-26;317
Sweden;12;2021-03-26;399;289,9;2019-03-29;1272;-68,63%;-75,03%;2020-03-27;323
Sweden;12;2021-03-27;188;295,3;2019-03-30;681;-72,39%;-74,53%;2020-03-28;108
Sweden;12;2021-03-28;283;300,3;2019-03-31;1007;-71,90%;-74,13%;2020-03-29;194
Sweden;13;2021-03-29;319;299;2019-04-01;1300;-75,46%;-74,33%;2020-03-30;273
Sweden;13;2021-03-30;333;307,6;2019-04-02;1270;-73,78%;-73,72%;2020-03-31;243
Sweden;13;2021-03-31;389;321,1;2019-04-03;1341;-70,99%;-72,62%;2020-04-01;251
Sweden;13;2021-04-01;423;333,4;2019-04-04;1356;-68,81%;-71,63%;2020-04-02;223
Sweden;13;2021-04-02;236;310,1;2019-04-05;1330;-82,26%;-73,80%;2020-04-03;214
Sweden;13;2021-04-03;162;306,4;2019-04-06;712;-77,25%;-74,21%;2020-04-04;64
Sweden;13;2021-04-04;211;296,1;2019-04-07;1040;-79,71%;-75,17%;2020-04-05;114
Sweden;14;2021-04-05;236;284,3;2019-04-08;1282;-81,59%;-76,11%;2020-04-06;214
Sweden;14;2021-04-06;319;282,3;2019-04-09;1276;-75,00%;-76,30%;2020-04-07;213
Sweden;14;2021-04-07;333;274,3;2019-04-10;1346;-75,26%;-76,98%;2020-04-08;215
Sweden;14;2021-04-08;354;264,4;2019-04-11;1396;-74,64%;-77,92%;2020-04-09;183
Sweden;14;2021-04-09;344;279,9;2019-04-12;1355;-74,61%;-76,70%;2020-04-10;84
Sweden;14;2021-04-10;207;286,3;2019-04-13;765;-72,94%;-76,31%;2020-04-11;47
Sweden;14;2021-04-11;325;302,6;2019-04-14;1063;-69,43%;-75,03%;2020-04-12;60
Sweden;15;2021-04-12;344;318;2019-04-15;1245;-72,37%;-73,64%;2020-04-13;89
Sweden;15;2021-04-13;298;315;2019-04-16;1181;-74,77%;-73,60%;2020-04-14;194
Sweden;15;2021-04-14;381;321,9;2019-04-17;1246;-69,42%;-72,69%;2020-04-15;211
Sweden;15;2021-04-15;380;325,6;2019-04-18;1225;-68,98%;-71,79%;2020-04-16;199
Sweden;15;2021-04-16;397;333,1;2019-04-19;828;-52,05%;-69,12%;2020-04-17;174
Sweden;15;2021-04-17;172;328,1;2019-04-20;669;-74,29%;-69,20%;2020-04-18;60
Sweden;15;2021-04-18;297;324,1;2019-04-21;892;-66,70%;-68,86%;2020-04-19;96
Sweden;16;2021-04-19;346;324,4;2019-04-22;1080;-67,96%;-68,11%;2020-04-20;195
Sweden;16;2021-04-20;316;327;2019-04-23;1241;-74,54%;-68,12%;2020-04-21;210
Sweden;16;2021-04-21;321;318,4;2019-04-24;1292;-75,15%;-69,16%;2020-04-22;203
Sweden;16;2021-04-22;357;315,1;2019-04-25;1318;-72,91%;-69,86%;2020-04-23;212
Sweden;16;2021-04-23;384;313,3;2019-04-26;1100;-65,09%;-71,11%;2020-04-24;190
Sweden;16;2021-04-24;172;313,3;2019-04-27;623;-72,39%;-70,94%;2020-04-25;57
Sweden;16;2021-04-25;277;310,4;2019-04-28;852;-67,49%;-71,05%;2020-04-26;106
Sweden;17;2021-04-26;355;311,7;2019-04-29;1060;-66,51%;-70,85%;2020-04-27;181
Sweden;17;2021-04-27;309;310,7;2019-04-30;916;-66,27%;-69,63%;2020-04-28;189
Sweden;17;2021-04-28;356;315,7;2019-05-01;737;-51,70%;-66,55%;2020-04-29;205
Sweden;17;2021-04-29;377;318,6;2019-05-02;1023;-63,15%;-64,66%;2020-04-30;168
Sweden;17;2021-04-30;316;308,9;2019-05-03;1241;-74,54%;-66,49%;2020-05-01;90
Sweden;17;2021-05-01;158;306,9;2019-05-04;757;-79,13%;-67,39%;2020-05-02;50
Sweden;17;2021-05-02;281;307,4;2019-05-05;1082;-74,03%;-68,43%;2020-05-03;94
Sweden;18;2021-05-03;370;309,6;2019-05-06;1319;-71,95%;-69,37%;2020-05-04;196
Sweden;18;2021-05-04;303;308,7;2019-05-07;1312;-76,91%;-71,07%;2020-05-05;184
Sweden;18;2021-05-05;334;305,6;2019-05-08;1369;-75,60%;-73,60%;2020-05-06;203
Sweden;18;2021-05-06;370;304,6;2019-05-09;1334;-72,26%;-74,66%;2020-05-07;251
Sweden;18;2021-05-07;397;316,1;2019-05-10;1312;-69,74%;-73,92%;2020-05-08;178
Sweden;18;2021-05-08;173;318,3;2019-05-11;786;-77,99%;-73,83%;2020-05-09;71
Sweden;18;2021-05-09;279;318;2019-05-12;1097;-74,57%;-73,90%;2020-05-10;108
Sweden;19;2021-05-10;372;318,3;2019-05-13;1355;-72,55%;-73,99%;2020-05-11;209
Sweden;19;2021-05-11;333;322,6;2019-05-14;1316;-74,70%;-73,65%;2020-05-12;195
Sweden;19;2021-05-12;422;335,1;2019-05-15;1388;-69,60%;-72,68%;2020-05-13;217
Sweden;19;2021-05-13;257;319;2019-05-16;1363;-81,14%;-74,09%;2020-05-14;229
Sweden;19;2021-05-14;278;302;2019-05-17;1322;-78,97%;-75,50%;2020-05-15;234
Sweden;19;2021-05-15;187;304;2019-05-18;826;-77,36%;-75,45%;2020-05-16;96
Sweden;19;2021-05-16;323;310,3;2019-05-19;1074;-69,93%;-74,87%;2020-05-17;107
Sweden;20;2021-05-17;428;318,3;2019-05-20;1369;-68,74%;-74,27%;2020-05-18;216
Sweden;20;2021-05-18;367;323,1;2019-05-21;1342;-72,65%;-73,95%;2020-05-19;215
Sweden;20;2021-05-19;393;319;2019-05-22;1424;-72,40%;-74,39%;2020-05-20;224
Sweden;20;2021-05-20;414;341,4;2019-05-23;1383;-70,07%;-72,65%;2020-05-21;141
Sweden;20;2021-05-21;436;364;2019-05-24;1385;-68,52%;-71,06%;2020-05-22;160
Sweden;20;2021-05-22;194;365;2019-05-25;842;-76,96%;-71,03%;2020-05-23;84
Sweden;20;2021-05-23;304;362,3;2019-05-26;1114;-72,71%;-71,37%;2020-05-24;123
Sweden;21;2021-05-24;409;359,6;2019-05-27;1334;-69,34%;-71,48%;2020-05-25;228
Sweden;21;2021-05-25;360;358,6;2019-05-28;1352;-73,37%;-71,59%;2020-05-26;244
Sweden;21;2021-05-26;405;360,3;2019-05-29;1416;-71,40%;-71,43%;2020-05-27;237
Sweden;21;2021-05-27;415;360,4;2019-05-30;940;-55,85%;-69,90%;2020-05-28;226
Sweden;21;2021-05-28;458;363,6;2019-05-31;1010;-54,65%;-68,22%;2020-05-29;221
Sweden;21;2021-05-29;203;364,9;2019-06-01;803;-74,72%;-67,95%;2020-05-30;80
Sweden;21;2021-05-30;336;369,4;2019-06-02;1163;-71,11%;-67,75%;2020-05-31;128
Sweden;22;2021-05-31;452;375,6;2019-06-03;1375;-67,13%;-67,38%;2020-06-01;221
Sweden;22;2021-06-01;400;381,3;2019-06-04;1383;-71,08%;-67,01%;2020-06-02;215
Sweden;22;2021-06-02;499;394,7;2019-06-05;1348;-62,98%;-65,56%;2020-06-03;266
Sweden;22;2021-06-03;470;402,6;2019-06-06;1074;-56,24%;-65,45%;2020-06-04;234
Sweden;22;2021-06-04;493;407,6;2019-06-07;1179;-58,18%;-65,73%;2020-06-05;208
Sweden;22;2021-06-05;253;414,7;2019-06-08;841;-69,92%;-65,29%;2020-06-06;81
Sweden;22;2021-06-06;397;423,4;2019-06-09;1120;-64,55%;-64,38%;2020-06-07;139
Sweden;23;2021-06-07;499;430,1;2019-06-10;1353;-63,12%;-63,71%;2020-06-08;227
Sweden;23;2021-06-08;392;429;2019-06-11;1394;-71,88%;-63,86%;2020-06-09;234
Sweden;23;2021-06-09;487;427,3;2019-06-12;1412;-65,51%;-64,28%;2020-06-10;270
Sweden;23;2021-06-10;512;433,3;2019-06-13;1409;-63,66%;-65,17%;2020-06-11;237
Sweden;23;2021-06-11;494;433,4;2019-06-14;1437;-65,62%;-66,16%;2020-06-12;241
Sweden;23;2021-06-12;275;436,6;2019-06-15;904;-69,58%;-66,15%;2020-06-13;92
Sweden;23;2021-06-13;408;438,1;2019-06-16;1137;-64,12%;-66,10%;2020-06-14;148
Sweden;24;2021-06-14;492;437,1;2019-06-17;1388;-64,55%;-66,30%;2020-06-15;262
Sweden;24;2021-06-15;444;444,6;2019-06-18;1364;-67,45%;-65,62%;2020-06-16;272
Sweden;24;2021-06-16;511;448;2019-06-19;1417;-63,94%;-65,37%;2020-06-17;329
Sweden;24;2021-06-17;565;455,6;2019-06-20;1324;-57,33%;-64,45%;2020-06-18;295
Sweden;24;2021-06-18;538;461,9;2019-06-21;892;-39,69%;-61,63%;2020-06-19;106
Sweden;24;2021-06-19;314;467,4;2019-06-22;775;-59,48%;-60,56%;2020-06-20;71
Sweden;24;2021-06-20;454;474;2019-06-23;1082;-58,04%;-59,74%;2020-06-21;182
Sweden;25;2021-06-21;511;476,7;2019-06-24;1269;-59,73%;-58,92%;2020-06-22;282
Sweden;25;2021-06-22;469;480,3;2019-06-25;1230;-61,87%;-57,92%;2020-06-23;268
Sweden;25;2021-06-23;515;480,9;2019-06-26;1299;-60,35%;-57,24%;2020-06-24;316
Sweden;25;2021-06-24;575;482,3;2019-06-27;1291;-55,46%;-56,93%;2020-06-25;299
Sweden;25;2021-06-25;300;448,3;2019-06-28;1258;-76,15%;-61,75%;2020-06-26;285
Sweden;25;2021-06-26;278;443,1;2019-06-29;887;-68,66%;-62,70%;2020-06-27;110
Sweden;25;2021-06-27;496;449,1;2019-06-30;1134;-56,26%;-62,43%;2020-06-28;180
Sweden;26;2021-06-28;593;460,9;2019-07-01;1220;-51,39%;-61,22%;2020-06-29;258
Sweden;26;2021-06-29;529;469,4;2019-07-02;1179;-55,13%;-60,26%;2020-06-30;257
Sweden;26;2021-06-30;563;476,3;2019-07-03;1229;-54,19%;-59,33%;2020-07-01;373
Sweden;26;2021-07-01;618;482,4;2019-07-04;1232;-49,84%;-58,51%;2020-07-02;339
Sweden;26;2021-07-02;621;528,3;2019-07-05;1218;-49,01%;-54,34%;2020-07-03;374
Sweden;26;2021-07-03;412;547,4;2019-07-06;868;-52,53%;-52,57%;2020-07-04;148
Sweden;26;2021-07-04;549;555;2019-07-07;1042;-47,31%;-51,36%;2020-07-05;282
Sweden;27;2021-07-05;585;553,9;2019-07-08;1121;-47,81%;-50,86%;2020-07-06;306
Sweden;27;2021-07-06;531;554,1;2019-07-09;1054;-49,62%;-50,04%;2020-07-07;304
Sweden;27;2021-07-07;576;556;2019-07-10;1098;-47,54%;-49,01%;2020-07-08;358
Sweden;27;2021-07-08;613;555,3;2019-07-11;1110;-44,77%;-48,25%;2020-07-09;326
Sweden;27;2021-07-09;584;550;2019-07-12;1134;-48,50%;-48,16%;2020-07-10;351
Sweden;27;2021-07-10;408;549,4;2019-07-13;848;-51,89%;-48,08%;2020-07-11;166
Sweden;27;2021-07-11;573;552,9;2019-07-14;1032;-44,48%;-47,68%;2020-07-12;270
Sweden;28;2021-07-12;576;551,6;2019-07-15;1080;-46,67%;-47,51%;2020-07-13;326
Sweden;28;2021-07-13;537;552,4;2019-07-16;1034;-48,07%;-47,29%;2020-07-14;330
Sweden;28;2021-07-14;579;552,9;2019-07-17;1096;-47,17%;-47,23%;2020-07-15;345
Sweden;28;2021-07-15;618;553,6;2019-07-18;1110;-44,32%;-47,16%;2020-07-16;341
Sweden;28;2021-07-16;621;558,9;2019-07-19;1122;-44,65%;-46,57%;2020-07-17;336
Sweden;28;2021-07-17;407;558,7;2019-07-20;876;-53,54%;-46,79%;2020-07-18;182
Sweden;28;2021-07-18;564;557,4;2019-07-21;1010;-44,16%;-46,75%;2020-07-19;274
Sweden;29;2021-07-19;569;556,4;2019-07-22;1081;-47,36%;-46,85%;2020-07-20;331
Sweden;29;2021-07-20;566;560,6;2019-07-23;1040;-45,58%;-46,50%;2020-07-21;321
Sweden;29;2021-07-21;583;561,1;2019-07-24;1094;-46,71%;-46,43%;2020-07-22;337
Sweden;29;2021-07-22;611;560,1;2019-07-25;1093;-44,10%;-46,41%;2020-07-23;335
Sweden;29;2021-07-23;608;558,3;2019-07-26;1120;-45,71%;-46,57%;2020-07-24;322
Sweden;29;2021-07-24;436;562,4;2019-07-27;839;-48,03%;-45,90%;2020-07-25;198
Sweden;29;2021-07-25;562;562,1;2019-07-28;1029;-45,38%;-46,07%;2020-07-26;288
Sweden;30;2021-07-26;565;561,6;2019-07-29;1104;-48,82%;-46,29%;2020-07-27;337
Sweden;30;2021-07-27;515;554,3;2019-07-30;1034;-50,19%;-46,94%;2020-07-28;293
Sweden;30;2021-07-28;589;555,1;2019-07-31;1077;-45,31%;-46,74%;2020-07-29;333
Sweden;30;2021-07-29;602;553,9;2019-08-01;1086;-44,57%;-46,81%;2020-07-30;324
Sweden;30;2021-07-30;610;554,1;2019-08-02;1133;-46,16%;-46,88%;2020-07-31;316
Sweden;30;2021-07-31;419;551,7;2019-08-03;850;-50,71%;-47,19%;2020-08-01;220
Sweden;30;2021-08-01;586;555,1;2019-08-04;1021;-42,61%;-46,80%;2020-08-02;321
Sweden;31;2021-08-02;610;561,6;2019-08-05;1091;-44,09%;-46,09%;2020-08-03;379
Sweden;31;2021-08-03;553;567;2019-08-06;1050;-47,33%;-45,69%;2020-08-04;330
Sweden;31;2021-08-04;640;574,3;2019-08-07;1087;-41,12%;-45,07%;2020-08-05;382
Sweden;31;2021-08-05;666;583,4;2019-08-08;1092;-39,01%;-44,24%;2020-08-06;378
Sweden;31;2021-08-06;639;587,6;2019-08-09;1149;-44,39%;-43,96%;2020-08-07;389
Sweden;31;2021-08-07;434;589,7;2019-08-10;858;-49,42%;-43,82%;2020-08-08;212
Sweden;31;2021-08-08;595;591;2019-08-11;1078;-44,81%;-44,13%;2020-08-09;344
Sweden;32;2021-08-09;622;592,7;2019-08-12;1197;-48,04%;-44,76%;2020-08-10;372
Sweden;32;2021-08-10;583;597;2019-08-13;1143;-48,99%;-45,04%;2020-08-11;330
Sweden;32;2021-08-11;611;592,9;2019-08-14;1217;-49,79%;-46,34%;2020-08-12;414
Sweden;32;2021-08-12;671;593,6;2019-08-15;1224;-45,18%;-47,18%;2020-08-13;419
Sweden;32;2021-08-13;660;596,6;2019-08-16;1199;-44,95%;-47,25%;2020-08-14;409
Sweden;32;2021-08-14;422;594,9;2019-08-17;839;-49,70%;-47,27%;2020-08-15;238
Sweden;32;2021-08-15;617;598;2019-08-18;1091;-43,45%;-47,08%;2020-08-16;365
Sweden;33;2021-08-16;645;601,3;2019-08-19;1275;-49,41%;-47,31%;2020-08-17;458
Sweden;33;2021-08-17;558;597,7;2019-08-20;1210;-53,88%;-48,06%;2020-08-18;391
Sweden;33;2021-08-18;645;602,6;2019-08-21;1307;-50,65%;-48,21%;2020-08-19;411
Sweden;33;2021-08-19;671;602,6;2019-08-22;1306;-48,62%;-48,73%;2020-08-20;416
Sweden;33;2021-08-20;680;605,4;2019-08-23;1271;-46,50%;-48,93%;2020-08-21;439
Sweden;33;2021-08-21;418;604,9;2019-08-24;850;-50,82%;-49,05%;2020-08-22;258
Sweden;33;2021-08-22;614;604,4;2019-08-25;1092;-43,77%;-49,09%;2020-08-23;361
Sweden;34;2021-08-23;650;605,1;2019-08-26;1316;-50,61%;-49,28%;2020-08-24;443
Sweden;34;2021-08-24;578;608;2019-08-27;1267;-54,38%;-49,39%;2020-08-25;394
Sweden;34;2021-08-25;648;608,4;2019-08-28;1366;-52,56%;-49,70%;2020-08-26;431
Sweden;34;2021-08-26;665;607,6;2019-08-29;1375;-51,64%;-50,18%;2020-08-27;452
Sweden;34;2021-08-27;662;605;2019-08-30;1313;-49,58%;-50,64%;2020-08-28;465
Sweden;34;2021-08-28;431;606,9;2019-08-31;817;-47,25%;-50,29%;2020-08-29;240
Sweden;34;2021-08-29;633;609,6;2019-09-01;1101;-42,51%;-50,12%;2020-08-30;379
Sweden;35;2021-08-30;673;612,9;2019-09-02;1322;-49,09%;-49,89%;2020-08-31;479
Sweden;35;2021-08-31;637;621,3;2019-09-03;1313;-51,49%;-49,47%;2020-09-01;415
Sweden;35;2021-09-01;663;623,4;2019-09-04;1388;-52,23%;-49,43%;2020-09-02;460
Sweden;35;2021-09-02;738;633,9;2019-09-05;1373;-46,25%;-48,57%;2020-09-03;470
Sweden;35;2021-09-03;723;642,6;2019-09-06;1338;-45,96%;-48,01%;2020-09-04;488
Sweden;35;2021-09-04;448;645;2019-09-07;815;-45,03%;-47,80%;2020-09-05;235
Sweden;35;2021-09-05;621;643,3;2019-09-08;1108;-43,95%;-47,98%;2020-09-06;370
Sweden;36;2021-09-06;701;647,3;2019-09-09;1330;-47,29%;-47,71%;2020-09-07;456
Sweden;36;2021-09-07;657;650,1;2019-09-10;1320;-50,23%;-47,52%;2020-09-08;398
Sweden;36;2021-09-08;724;658,9;2019-09-11;1376;-47,38%;-46,74%;2020-09-09;444
Sweden;36;2021-09-09;762;662,3;2019-09-12;1386;-45,02%;-46,55%;2020-09-10;470
Sweden;36;2021-09-10;758;667,3;2019-09-13;1352;-43,93%;-46,23%;2020-09-11;458
Sweden;36;2021-09-11;439;666;2019-09-14;823;-46,66%;-46,38%;2020-09-12;237
Sweden;36;2021-09-12;615;665,1;2019-09-15;1102;-44,19%;-46,42%;2020-09-13;373
Sweden;37;2021-09-13;740;670,7;2019-09-16;1330;-44,36%;-45,97%;2020-09-14;462
Sweden;37;2021-09-14;677;673,6;2019-09-17;1342;-49,55%;-45,87%;2020-09-15;427
Sweden;37;2021-09-15;705;670,9;2019-09-18;1392;-49,35%;-46,19%;2020-09-16;451
Sweden;37;2021-09-16;792;675,1;2019-09-19;1381;-42,65%;-45,82%;2020-09-17;502
Sweden;37;2021-09-17;789;679,6;2019-09-20;1339;-41,08%;-45,38%;2020-09-18;473
Sweden;37;2021-09-18;454;681,7;2019-09-21;825;-44,97%;-45,22%;2020-09-19;224
Sweden;37;2021-09-19;648;686,4;2019-09-22;1102;-41,20%;-44,84%;2020-09-20;392
Sweden;38;2021-09-20;736;685,9;2019-09-23;1330;-44,66%;-44,89%;2020-09-21;457
Sweden;38;2021-09-21;660;683,4;2019-09-24;1330;-50,38%;-45,01%;2020-09-22;451
Sweden;38;2021-09-22;709;684;2019-09-25;1372;-48,32%;-44,83%;2020-09-23;462
Sweden;38;2021-09-23;765;680,1;2019-09-26;1387;-44,84%;-45,18%;2020-09-24;498
Sweden;38;2021-09-24;790;680,3;2019-09-27;1315;-39,92%;-45,02%;2020-09-25;473
Sweden;38;2021-09-25;447;679,3;2019-09-28;789;-43,35%;-44,87%;2020-09-26;213
Sweden;38;2021-09-26;669;682,3;2019-09-29;1097;-39,02%;-44,59%;2020-09-27;378
Sweden;39;2021-09-27;744;683,4;2019-09-30;1328;-43,98%;-44,49%;2020-09-28;448
Sweden;39;2021-09-28;688;687,4;2019-10-01;1320;-47,88%;-44,10%;2020-09-29;415
Sweden;39;2021-09-29;727;690;2019-10-02;1368;-46,86%;-43,86%;2020-09-30;450
Sweden;39;2021-09-30;785;692,9;2019-10-03;1320;-40,53%;-43,19%;2020-10-01;499
Sweden;39;2021-10-01;755;687,9;2019-10-04;1309;-42,32%;-43,56%;2020-10-02;497
Sweden;39;2021-10-02;449;688,1;2019-10-05;771;-41,76%;-43,42%;2020-10-03;202
Sweden;39;2021-10-03;646;684,9;2019-10-06;1060;-39,06%;-43,44%;2020-10-04;374
Sweden;40;2021-10-04;760;687,1;2019-10-07;1317;-42,29%;-43,18%;2020-10-05;463
Sweden;40;2021-10-05;697;688,4;2019-10-08;1274;-45,29%;-42,76%;2020-10-06;400
Sweden;40;2021-10-06;734;689,4;2019-10-09;1358;-45,95%;-42,61%;2020-10-07;458
Sweden;40;2021-10-07;764;686,4;2019-10-10;1306;-41,50%;-42,76%;2020-10-08;475
Sweden;40;2021-10-08;749;685,6;2019-10-11;1271;-41,07%;-42,58%;2020-10-09;461
Sweden;40;2021-10-09;446;685,1;2019-10-12;733;-39,15%;-42,35%;2020-10-10;238
Sweden;40;2021-10-10;641;684,4;2019-10-13;1056;-39,30%;-42,38%;2020-10-11;388
Sweden;41;2021-10-11;752;683,3;2019-10-14;1260;-40,32%;-42,08%;2020-10-12;459
Switzerland;53;2021-01-01;252;388;2019-01-04;1415;-82,19%;-67,29%;2020-01-03;1370
Switzerland;53;2021-01-02;581;395,6;2019-01-05;1330;-56,32%;-66,72%;2020-01-04;1328
Switzerland;53;2021-01-03;723;416,9;2019-01-06;1398;-48,28%;-65,61%;2020-01-05;1480
Switzerland;1;2021-01-04;500;433,6;2019-01-07;1323;-62,21%;-64,93%;2020-01-06;1282
Switzerland;1;2021-01-05;389;444,1;2019-01-08;1111;-64,99%;-64,87%;2020-01-07;1082
Switzerland;1;2021-01-06;364;434,7;2019-01-09;1156;-68,51%;-66,29%;2020-01-08;1142
Switzerland;1;2021-01-07;394;457,6;2019-01-10;1165;-66,18%;-64,00%;2020-01-09;1215
Switzerland;1;2021-01-08;484;490,7;2019-01-11;1355;-64,28%;-61,13%;2020-01-10;1321
Switzerland;1;2021-01-09;459;473,3;2019-01-12;1203;-61,85%;-61,97%;2020-01-11;1192
Switzerland;1;2021-01-10;552;448,9;2019-01-13;1258;-56,12%;-63,34%;2020-01-12;1306
Switzerland;2;2021-01-11;423;437,9;2019-01-14;1234;-65,72%;-63,86%;2020-01-13;1178
Switzerland;2;2021-01-12;267;420,4;2019-01-15;1133;-76,43%;-65,39%;2020-01-14;1045
Switzerland;2;2021-01-13;320;414,1;2019-01-16;1238;-74,15%;-66,24%;2020-01-15;1196
Switzerland;2;2021-01-14;336;405,9;2019-01-17;1238;-72,86%;-67,19%;2020-01-16;1296
Switzerland;2;2021-01-15;379;390,9;2019-01-18;1450;-73,86%;-68,75%;2020-01-17;1326
Switzerland;2;2021-01-16;365;377,4;2019-01-19;1196;-69,48%;-69,80%;2020-01-18;1139
Switzerland;2;2021-01-17;337;346,7;2019-01-20;1365;-75,31%;-72,59%;2020-01-19;1389
Switzerland;3;2021-01-18;373;339,6;2019-01-21;1441;-74,12%;-73,77%;2020-01-20;1398
Switzerland;3;2021-01-19;284;342;2019-01-22;1234;-76,99%;-73,87%;2020-01-21;1202
Switzerland;3;2021-01-20;339;344,7;2019-01-23;1238;-72,62%;-73,66%;2020-01-22;1204
Switzerland;3;2021-01-21;317;342;2019-01-24;1413;-77,57%;-74,36%;2020-01-23;1411
Switzerland;3;2021-01-22;394;344,1;2019-01-25;1559;-74,73%;-74,50%;2020-01-24;1544
Switzerland;3;2021-01-23;305;335,6;2019-01-26;1186;-74,28%;-75,11%;2020-01-25;1141
Switzerland;3;2021-01-24;379;341,6;2019-01-27;1312;-71,11%;-74,52%;2020-01-26;1287
Switzerland;4;2021-01-25;292;330;2019-01-28;1261;-76,84%;-74,90%;2020-01-27;1230
Switzerland;4;2021-01-26;302;332,6;2019-01-29;1148;-73,69%;-74,47%;2020-01-28;1024
Switzerland;4;2021-01-27;272;323;2019-01-30;1152;-76,39%;-74,96%;2020-01-29;1130
Switzerland;4;2021-01-28;306;321,4;2019-01-31;1314;-76,71%;-74,81%;2020-01-30;1233
Switzerland;4;2021-01-29;390;320,9;2019-02-01;1247;-68,72%;-73,94%;2020-01-31;1362
Switzerland;4;2021-01-30;292;319;2019-02-02;1151;-74,63%;-73,99%;2020-02-01;1163
Switzerland;4;2021-01-31;380;319,1;2019-02-03;1248;-69,55%;-73,78%;2020-02-02;1270
Switzerland;5;2021-02-01;279;317,3;2019-02-04;1260;-77,86%;-73,93%;2020-02-03;1260
Switzerland;5;2021-02-02;240;308,4;2019-02-05;1181;-79,68%;-74,76%;2020-02-04;1061
Switzerland;5;2021-02-03;284;310,1;2019-02-06;1239;-77,08%;-74,87%;2020-02-05;1181
Switzerland;5;2021-02-04;330;313,6;2019-02-07;1307;-74,75%;-74,57%;2020-02-06;1323
Switzerland;5;2021-02-05;386;313;2019-02-08;1439;-73,18%;-75,17%;2020-02-07;1359
Switzerland;5;2021-02-06;354;321,9;2019-02-09;1260;-71,90%;-74,78%;2020-02-08;1230
Switzerland;5;2021-02-07;329;314,6;2019-02-10;1304;-74,77%;-75,51%;2020-02-09;1112
Switzerland;6;2021-02-08;308;318,7;2019-02-11;1279;-75,92%;-75,24%;2020-02-10;984
Switzerland;6;2021-02-09;279;324,3;2019-02-12;1193;-76,61%;-74,84%;2020-02-11;1088
Switzerland;6;2021-02-10;255;320,1;2019-02-13;1245;-79,52%;-75,17%;2020-02-12;1231
Switzerland;6;2021-02-11;394;329,3;2019-02-14;1366;-71,16%;-74,63%;2020-02-13;1280
Switzerland;6;2021-02-12;485;343,4;2019-02-15;1562;-68,95%;-73,90%;2020-02-14;1548
Switzerland;6;2021-02-13;424;353,4;2019-02-16;1421;-70,16%;-73,60%;2020-02-15;1387
Switzerland;6;2021-02-14;413;365,4;2019-02-17;1432;-71,16%;-73,07%;2020-02-16;1345
Switzerland;7;2021-02-15;345;370,7;2019-02-18;1311;-73,68%;-72,77%;2020-02-17;1254
Switzerland;7;2021-02-16;312;375,4;2019-02-19;1250;-75,04%;-72,59%;2020-02-18;1168
Switzerland;7;2021-02-17;316;384,1;2019-02-20;1279;-75,29%;-72,05%;2020-02-19;1194
Switzerland;7;2021-02-18;349;377,7;2019-02-21;1423;-75,47%;-72,68%;2020-02-20;1310
Switzerland;7;2021-02-19;438;371;2019-02-22;1508;-70,95%;-73,02%;2020-02-21;1517
Switzerland;7;2021-02-20;457;375,7;2019-02-23;1466;-68,83%;-72,80%;2020-02-22;1478
Switzerland;7;2021-02-21;481;385,4;2019-02-24;1551;-68,99%;-72,44%;2020-02-23;1515
Switzerland;8;2021-02-22;360;387,6;2019-02-25;1383;-73,97%;-72,48%;2020-02-24;1340
Switzerland;8;2021-02-23;284;383,6;2019-02-26;1245;-77,19%;-72,75%;2020-02-25;1169
